Sequence_ID	Locus_Tag	Position	Strand	Window_Size	GC_Content
TIGR4_NEG_SP_0103-104908-f	SP_0103	104908	+	81	35.8
TIGR4_NEG_SP_0116-117671-f	SP_0116	117671	+	81	27.16
TIGR4_NEG_SP_0117-118943-f	SP_0117	118943	+	81	34.57
TIGR4_NEG_SP_0117-119273-f	SP_0117	119273	+	81	34.57
TIGR4_NEG_SP_0133-133084-f	SP_0133	133084	+	81	33.33
TIGR4_NEG_SP_0137-136543-f	SP_0137	136543	+	81	35.8
TIGR4_NEG_SP_0137-136623-f	SP_0137	136623	+	81	34.57
TIGR4_NEG_SP_0143-141623-f	SP_0143	141623	+	81	34.57
TIGR4_NEG_SP_0144-142032-f	SP_0144	142032	+	81	35.8
TIGR4_NEG_SP_0144-142462-f	SP_0144	142462	+	81	35.8
TIGR4_NEG_SP_0155-152868-f	SP_0155	152868	+	81	34.57
TIGR4_NEG_SP_0156-154730-f	SP_0156	154730	+	81	32.1
TIGR4_NEG_SP_0157-155090-f	SP_0157	155090	+	81	35.8
TIGR4_NEG_SP_0165-160514-f	SP_0165	160514	+	81	27.16
TIGR4_NEG_SP_0166-161192-f	SP_0166	161192	+	81	35.8
TIGR4_NEG_SP_0166-161412-f	SP_0166	161412	+	81	30.86
TIGR4_NEG_SP_0167-162464-f	SP_0167	162464	+	81	29.63
TIGR4_NEG_SP_0167-162574-f	SP_0167	162574	+	81	34.57
TIGR4_NEG_SP_0176-168653-r	SP_0176	168653	-	81	33.33
TIGR4_NEG_SP_0181-173166-f	SP_0181	173166	+	81	35.8
TIGR4_NEG_SP_0182-174390-r	SP_0182	174390	-	81	33.33
TIGR4_NEG_SP_0198-184550-f	SP_0198	184550	+	81	30.86
TIGR4_NEG_SP_0198-184570-f	SP_0198	184570	+	81	29.63
TIGR4_NEG_SP_0200-187911-f	SP_0200	187911	+	81	33.33
TIGR4_NEG_SP_0200-188131-f	SP_0200	188131	+	81	33.33
TIGR4_NEG_SP_0200-188151-f	SP_0200	188151	+	81	33.33
TIGR4_NEG_SP_0224-200318-f	SP_0224	200318	+	81	32.1
TIGR4_NEG_SP_0230-203120-f	SP_0230	203120	+	81	32.1
TIGR4_NEG_SP_0230-203700-f	SP_0230	203700	+	81	34.57
TIGR4_NEG_SP_0235-206116-f	SP_0235	206116	+	81	33.33
TIGR4_NEG_SP_0236-206722-f	SP_0236	206722	+	81	35.8
TIGR4_NEG_SP_0243-214331-r	SP_0243	214331	-	81	35.8
TIGR4_NEG_SP_0247-217421-f	SP_0247	217421	+	81	30.86
TIGR4_NEG_SP_0250-218633-f	SP_0250	218633	+	81	35.8
TIGR4_NEG_SP_0251-221516-f	SP_0251	221516	+	81	34.57
TIGR4_NEG_SP_0251-222216-f	SP_0251	222216	+	81	32.1
TIGR4_NEG_SP_0253-223989-f	SP_0253	223989	+	81	32.1
TIGR4_NEG_SP_0254-227072-f	SP_0254	227072	+	81	35.8
TIGR4_NEG_SP_0262-234769-f	SP_0262	234769	+	81	35.8
TIGR4_NEG_SP_0265-238648-f	SP_0265	238648	+	81	34.57
TIGR4_NEG_SP_0268-246056-r	SP_0268	246056	-	81	33.33
TIGR4_NEG_SP_0274-251928-f	SP_0274	251928	+	81	33.33
TIGR4_NEG_SP_0281-259219-f	SP_0281	259219	+	81	29.63
TIGR4_NEG_SP_0281-259269-f	SP_0281	259269	+	81	34.57
TIGR4_NEG_SP_0282-260179-r	SP_0282	260179	-	81	34.57
TIGR4_NEG_SP_0298-274913-r	SP_0298	274913	-	81	28.4
TIGR4_NEG_SP_0303-277218-f	SP_0303	277218	+	81	33.33
TIGR4_NEG_SP_0303-277258-f	SP_0303	277258	+	81	32.1
TIGR4_NEG_SP_0303-277408-f	SP_0303	277408	+	81	34.57
TIGR4_NEG_SP_0303-277598-f	SP_0303	277598	+	81	33.33
TIGR4_NEG_SP_0303-277608-f	SP_0303	277608	+	81	34.57
TIGR4_NEG_SP_0303-277908-f	SP_0303	277908	+	81	33.33
TIGR4_NEG_SP_0303-277978-f	SP_0303	277978	+	81	34.57
TIGR4_NEG_SP_0314-288180-f	SP_0314	288180	+	81	34.57
TIGR4_NEG_SP_0314-289090-f	SP_0314	289090	+	81	35.8
TIGR4_NEG_SP_0314-290130-f	SP_0314	290130	+	81	34.57
TIGR4_NEG_SP_0336-307200-f	SP_0336	307200	+	81	35.8
TIGR4_NEG_SP_0343-317965-r	SP_0343	317965	-	81	34.57
TIGR4_NEG_SP_0346-320617-f	SP_0346	320617	+	81	35.8
TIGR4_NEG_SP_0348-322534-f	SP_0348	322534	+	81	34.57
TIGR4_NEG_SP_0352-326328-f	SP_0352	326328	+	81	30.86
TIGR4_NEG_SP_0353-327937-f	SP_0353	327937	+	81	28.4
TIGR4_NEG_SP_0355-329681-f	SP_0355	329681	+	81	35.8
TIGR4_NEG_SP_0355-330351-f	SP_0355	330351	+	81	28.4
TIGR4_NEG_SP_0355-330431-f	SP_0355	330431	+	81	32.1
TIGR4_NEG_SP_0357-331894-f	SP_0357	331894	+	81	34.57
TIGR4_NEG_SP_0359-334120-f	SP_0359	334120	+	81	33.33
TIGR4_NEG_SP_0359-334510-f	SP_0359	334510	+	81	34.57
TIGR4_NEG_SP_0360-335550-f	SP_0360	335550	+	81	33.33
TIGR4_NEG_SP_0360-336320-f	SP_0360	336320	+	81	35.8
TIGR4_NEG_SP_0368-344413-f	SP_0368	344413	+	81	35.8
TIGR4_NEG_SP_0368-345583-f	SP_0368	345583	+	81	35.8
TIGR4_NEG_SP_0374-352893-f	SP_0374	352893	+	81	35.8
TIGR4_NEG_SP_0377-356097-f	SP_0377	356097	+	81	34.57
TIGR4_NEG_SP_0377-356247-f	SP_0377	356247	+	81	35.8
TIGR4_NEG_SP_0377-356857-f	SP_0377	356857	+	81	33.33
TIGR4_NEG_SP_0378-357407-f	SP_0378	357407	+	81	29.63
TIGR4_NEG_SP_0378-357417-f	SP_0378	357417	+	81	30.86
TIGR4_NEG_SP_0380-359828-r	SP_0380	359828	-	81	34.57
TIGR4_NEG_SP_0391-369721-f	SP_0391	369721	+	81	35.8
TIGR4_NEG_SP_0391-369881-f	SP_0391	369881	+	81	35.8
TIGR4_NEG_SP_0391-370051-f	SP_0391	370051	+	81	35.8
TIGR4_NEG_SP_0394-373650-f	SP_0394	373650	+	81	34.57
TIGR4_NEG_SP_0394-373890-f	SP_0394	373890	+	81	27.16
TIGR4_NEG_SP_0422-399839-f	SP_0422	399839	+	81	35.8
TIGR4_NEG_SP_0430-405309-f	SP_0430	405309	+	81	34.57
TIGR4_NEG_SP_0430-405449-f	SP_0430	405449	+	81	33.33
TIGR4_NEG_SP_0432-406513-f	SP_0432	406513	+	81	34.57
TIGR4_NEG_SP_0432-406643-f	SP_0432	406643	+	81	35.8
TIGR4_NEG_SP_0450-422563-f	SP_0450	422563	+	81	32.1
TIGR4_NEG_SP_0450-422843-f	SP_0450	422843	+	81	33.33
TIGR4_NEG_SP_0454-427215-f	SP_0454	427215	+	81	33.33
TIGR4_NEG_SP_0460-434800-r	SP_0460	434800	-	81	35.8
TIGR4_NEG_SP_0460-435440-r	SP_0460	435440	-	81	35.8
TIGR4_NEG_SP_0461-436753-r	SP_0461	436753	-	81	34.57
TIGR4_NEG_SP_0461-436863-r	SP_0461	436863	-	81	29.63
TIGR4_NEG_SP_0461-437533-r	SP_0461	437533	-	81	30.86
TIGR4_NEG_SP_0462-438868-f	SP_0462	438868	+	81	32.1
TIGR4_NEG_SP_0462-439978-f	SP_0462	439978	+	81	33.33
TIGR4_NEG_SP_0462-440498-f	SP_0462	440498	+	81	27.16
TIGR4_NEG_SP_0462-440548-f	SP_0462	440548	+	81	34.57
TIGR4_NEG_SP_0463-441352-f	SP_0463	441352	+	81	35.8
TIGR4_NEG_SP_0463-441462-f	SP_0463	441462	+	81	33.33
TIGR4_NEG_SP_0463-441662-f	SP_0463	441662	+	81	35.8
TIGR4_NEG_SP_0463-442042-f	SP_0463	442042	+	81	34.57
TIGR4_NEG_SP_0463-442362-f	SP_0463	442362	+	81	28.4
TIGR4_NEG_SP_0463-442592-f	SP_0463	442592	+	81	33.33
TIGR4_NEG_SP_0471-449151-r	SP_0471	449151	-	81	33.33
TIGR4_NEG_SP_0471-449201-r	SP_0471	449201	-	81	35.8
TIGR4_NEG_SP_0473-450919-r	SP_0473	450919	-	81	33.33
TIGR4_NEG_SP_0473-451209-r	SP_0473	451209	-	81	34.57
TIGR4_NEG_SP_0473-451329-r	SP_0473	451329	-	81	30.86
TIGR4_NEG_SP_0479-459358-r	SP_0479	459358	-	81	34.57
TIGR4_NEG_SP_0483-464765-f	SP_0483	464765	+	81	34.57
TIGR4_NEG_SP_0494-470951-f	SP_0494	470951	+	81	35.8
TIGR4_NEG_SP_0496-474805-r	SP_0496	474805	-	81	34.57
TIGR4_NEG_SP_0498-476999-f	SP_0498	476999	+	81	30.86
TIGR4_NEG_SP_0498-477929-f	SP_0498	477929	+	81	30.86
TIGR4_NEG_SP_0498-480229-f	SP_0498	480229	+	81	35.8
TIGR4_NEG_SP_0498-480379-f	SP_0498	480379	+	81	35.8
TIGR4_NEG_SP_0498-480569-f	SP_0498	480569	+	81	35.8
TIGR4_NEG_SP_0502-483947-f	SP_0502	483947	+	81	33.33
TIGR4_NEG_SP_0506-487571-f	SP_0506	487571	+	81	27.16
TIGR4_NEG_SP_0506-487901-f	SP_0506	487901	+	81	30.86
TIGR4_NEG_SP_0508-488932-r	SP_0508	488932	-	81	30.86
TIGR4_NEG_SP_0508-489212-r	SP_0508	489212	-	81	32.1
TIGR4_NEG_SP_0508-489422-r	SP_0508	489422	-	81	29.63
TIGR4_NEG_SP_0508-489432-r	SP_0508	489432	-	81	29.63
TIGR4_NEG_SP_0508-489812-r	SP_0508	489812	-	81	27.16
TIGR4_NEG_SP_0509-490820-r	SP_0509	490820	-	81	34.57
TIGR4_NEG_SP_0509-490840-r	SP_0509	490840	-	81	32.1
TIGR4_NEG_SP_0509-491000-r	SP_0509	491000	-	81	30.86
TIGR4_NEG_SP_0509-491310-r	SP_0509	491310	-	81	27.16
TIGR4_NEG_SP_0509-491450-r	SP_0509	491450	-	81	28.4
TIGR4_NEG_SP_0509-491630-r	SP_0509	491630	-	81	32.1
TIGR4_NEG_SP_0510-493206-r	SP_0510	493206	-	81	34.57
TIGR4_NEG_SP_0510-493296-r	SP_0510	493296	-	81	32.1
TIGR4_NEG_SP_0510-493306-r	SP_0510	493306	-	81	30.86
TIGR4_NEG_SP_0527-506392-f	SP_0527	506392	+	81	33.33
TIGR4_NEG_SP_0527-506462-f	SP_0527	506462	+	81	30.86
TIGR4_NEG_SP_0553-521844-f	SP_0553	521844	+	81	35.8
TIGR4_NEG_SP_0570-536492-f	SP_0570	536492	+	81	29.63
TIGR4_NEG_SP_0570-536982-f	SP_0570	536982	+	81	29.63
TIGR4_NEG_SP_0571-538226-f	SP_0571	538226	+	81	35.8
TIGR4_NEG_SP_0572-538804-r	SP_0572	538804	-	81	33.33
TIGR4_NEG_SP_0574-540302-f	SP_0574	540302	+	81	30.86
TIGR4_NEG_SP_0578-546322-f	SP_0578	546322	+	81	28.4
TIGR4_NEG_SP_0578-546692-f	SP_0578	546692	+	81	28.4
TIGR4_NEG_SP_0578-546962-f	SP_0578	546962	+	81	28.4
TIGR4_NEG_SP_0581-550381-f	SP_0581	550381	+	81	35.8
TIGR4_NEG_SP_0582-552274-r	SP_0582	552274	-	81	35.8
TIGR4_NEG_SP_0582-552344-r	SP_0582	552344	-	81	35.8
TIGR4_NEG_SP_0582-552484-r	SP_0582	552484	-	81	35.8
TIGR4_NEG_SP_0582-552564-r	SP_0582	552564	-	81	32.1
TIGR4_NEG_SP_0582-552624-r	SP_0582	552624	-	81	28.4
TIGR4_NEG_SP_0582-552684-r	SP_0582	552684	-	81	35.8
TIGR4_NEG_SP_0583-553231-f	SP_0583	553231	+	81	33.33
TIGR4_NEG_SP_0590-560921-f	SP_0590	560921	+	81	35.8
TIGR4_NEG_SP_0595-564804-f	SP_0595	564804	+	81	32.1
TIGR4_NEG_SP_0595-564814-f	SP_0595	564814	+	81	28.4
TIGR4_NEG_SP_0595-564864-f	SP_0595	564864	+	81	30.86
TIGR4_NEG_SP_0606-573516-r	SP_0606	573516	-	81	35.8
TIGR4_NEG_SP_0616-583955-f	SP_0616	583955	+	81	30.86
TIGR4_NEG_SP_0616-584535-f	SP_0616	584535	+	81	34.57
TIGR4_NEG_SP_0616-584595-f	SP_0616	584595	+	81	35.8
TIGR4_NEG_SP_0618-585917-f	SP_0618	585917	+	81	35.8
TIGR4_NEG_SP_0618-586567-f	SP_0618	586567	+	81	35.8
TIGR4_NEG_SP_0618-586767-f	SP_0618	586767	+	81	35.8
TIGR4_NEG_SP_0631-597477-f	SP_0631	597477	+	81	35.8
TIGR4_NEG_SP_0637-601449-f	SP_0637	601449	+	81	34.57
TIGR4_NEG_SP_0648-615562-f	SP_0648	615562	+	81	33.33
TIGR4_NEG_SP_0648-615912-f	SP_0648	615912	+	81	33.33
TIGR4_NEG_SP_0648-617812-f	SP_0648	617812	+	81	32.1
TIGR4_NEG_SP_0655-626584-f	SP_0655	626584	+	81	33.33
TIGR4_NEG_SP_0655-627164-f	SP_0655	627164	+	81	33.33
TIGR4_NEG_SP_0658-629138-f	SP_0658	629138	+	81	35.8
TIGR4_NEG_SP_0662-633659-f	SP_0662	633659	+	81	35.8
TIGR4_NEG_SP_0664-636411-f	SP_0664	636411	+	81	33.33
TIGR4_NEG_SP_0664-636511-f	SP_0664	636511	+	81	29.63
TIGR4_NEG_SP_0664-636591-f	SP_0664	636591	+	81	34.57
TIGR4_NEG_SP_0664-637001-f	SP_0664	637001	+	81	27.16
TIGR4_NEG_SP_0664-637211-f	SP_0664	637211	+	81	27.16
TIGR4_NEG_SP_0664-637241-f	SP_0664	637241	+	81	28.4
TIGR4_NEG_SP_0664-637311-f	SP_0664	637311	+	81	33.33
TIGR4_NEG_SP_0664-637331-f	SP_0664	637331	+	81	32.1
TIGR4_NEG_SP_0664-637411-f	SP_0664	637411	+	81	35.8
TIGR4_NEG_SP_0664-637531-f	SP_0664	637531	+	81	35.8
TIGR4_NEG_SP_0664-637591-f	SP_0664	637591	+	81	33.33
TIGR4_NEG_SP_0664-637911-f	SP_0664	637911	+	81	30.86
TIGR4_NEG_SP_0664-637981-f	SP_0664	637981	+	81	28.4
TIGR4_NEG_SP_0664-638251-f	SP_0664	638251	+	81	27.16
TIGR4_NEG_SP_0664-639331-f	SP_0664	639331	+	81	29.63
TIGR4_NEG_SP_0664-639901-f	SP_0664	639901	+	81	30.86
TIGR4_NEG_SP_0664-640111-f	SP_0664	640111	+	81	29.63
TIGR4_NEG_SP_0667-643601-f	SP_0667	643601	+	81	35.8
TIGR4_NEG_SP_0675-650576-f	SP_0675	650576	+	81	35.8
TIGR4_NEG_SP_0686-657217-f	SP_0686	657217	+	81	32.1
TIGR4_NEG_SP_0686-658187-f	SP_0686	658187	+	81	34.57
TIGR4_NEG_SP_0686-658287-f	SP_0686	658287	+	81	34.57
TIGR4_NEG_SP_0690-662287-f	SP_0690	662287	+	81	34.57
TIGR4_NEG_SP_0694-663797-f	SP_0694	663797	+	81	27.16
TIGR4_NEG_SP_0704-670307-f	SP_0704	670307	+	81	30.86
TIGR4_NEG_SP_0706-671917-f	SP_0706	671917	+	81	30.86
TIGR4_NEG_SP_0716-682373-f	SP_0716	682373	+	81	34.57
TIGR4_NEG_SP_0729-693992-f	SP_0729	693992	+	81	30.86
TIGR4_NEG_SP_0739-701769-f	SP_0739	701769	+	81	33.33
TIGR4_NEG_SP_0745-706219-f	SP_0745	706219	+	81	35.8
TIGR4_NEG_SP_0751-710311-f	SP_0751	710311	+	81	29.63
TIGR4_NEG_SP_0754-713359-f	SP_0754	713359	+	81	30.86
TIGR4_NEG_SP_0757-715711-f	SP_0757	715711	+	81	30.86
TIGR4_NEG_SP_0757-715821-f	SP_0757	715821	+	81	33.33
TIGR4_NEG_SP_0764-723391-f	SP_0764	723391	+	81	35.8
TIGR4_NEG_SP_0765-725060-f	SP_0765	725060	+	81	35.8
TIGR4_NEG_SP_0787-740722-f	SP_0787	740722	+	81	34.57
TIGR4_NEG_SP_0788-742015-f	SP_0788	742015	+	81	33.33
TIGR4_NEG_SP_0790-744632-f	SP_0790	744632	+	81	35.8
TIGR4_NEG_SP_0790-744972-f	SP_0790	744972	+	81	35.8
TIGR4_NEG_SP_0791-745702-f	SP_0791	745702	+	81	29.63
TIGR4_NEG_SP_0795-747930-f	SP_0795	747930	+	81	35.8
TIGR4_NEG_SP_0797-750647-f	SP_0797	750647	+	81	34.57
TIGR4_NEG_SP_0799-753486-f	SP_0799	753486	+	81	35.8
TIGR4_NEG_SP_0799-753686-f	SP_0799	753686	+	81	35.8
TIGR4_NEG_SP_0800-754034-r	SP_0800	754034	-	81	33.33
TIGR4_NEG_SP_0802-755820-f	SP_0802	755820	+	81	35.8
TIGR4_NEG_SP_0802-756450-f	SP_0802	756450	+	81	35.8
TIGR4_NEG_SP_0806-761378-f	SP_0806	761378	+	81	33.33
TIGR4_NEG_SP_0807-762796-f	SP_0807	762796	+	81	35.8
TIGR4_NEG_SP_0807-763016-f	SP_0807	763016	+	81	29.63
TIGR4_NEG_SP_0807-763406-f	SP_0807	763406	+	81	34.57
TIGR4_NEG_SP_0816-768251-r	SP_0816	768251	-	81	35.8
TIGR4_NEG_SP_0834-782827-f	SP_0834	782827	+	81	35.8
TIGR4_NEG_SP_0836-784703-r	SP_0836	784703	-	81	30.86
TIGR4_NEG_SP_0836-785273-r	SP_0836	785273	-	81	32.1
TIGR4_NEG_SP_0839-787360-r	SP_0839	787360	-	81	35.8
TIGR4_NEG_SP_0842-789817-f	SP_0842	789817	+	81	35.8
TIGR4_NEG_SP_0851-797610-r	SP_0851	797610	-	81	30.86
TIGR4_NEG_SP_0860-807234-f	SP_0860	807234	+	81	34.57
TIGR4_NEG_SP_0860-807244-f	SP_0860	807244	+	81	35.8
TIGR4_NEG_SP_0863-810457-r	SP_0863	810457	-	81	35.8
TIGR4_NEG_SP_0865-811944-f	SP_0865	811944	+	81	35.8
TIGR4_NEG_SP_0868-814799-f	SP_0868	814799	+	81	33.33
TIGR4_NEG_SP_0872-819882-r	SP_0872	819882	-	81	34.57
TIGR4_NEG_SP_0873-820766-f	SP_0873	820766	+	81	30.86
TIGR4_NEG_SP_0875-822997-f	SP_0875	822997	+	81	35.8
TIGR4_NEG_SP_0881-830505-f	SP_0881	830505	+	81	32.1
TIGR4_NEG_SP_0886-835365-f	SP_0886	835365	+	81	35.8
TIGR4_NEG_SP_0886-835905-f	SP_0886	835905	+	81	35.8
TIGR4_NEG_SP_0890-838776-f	SP_0890	838776	+	81	30.86
TIGR4_NEG_SP_0892-840465-f	SP_0892	840465	+	81	32.1
TIGR4_NEG_SP_0892-841575-f	SP_0892	841575	+	81	34.57
TIGR4_NEG_SP_0892-841945-f	SP_0892	841945	+	81	30.86
TIGR4_NEG_SP_0892-842065-f	SP_0892	842065	+	81	28.4
TIGR4_NEG_SP_0892-843265-f	SP_0892	843265	+	81	30.86
TIGR4_NEG_SP_0892-843285-f	SP_0892	843285	+	81	32.1
TIGR4_NEG_SP_0894-846348-r	SP_0894	846348	-	81	33.33
TIGR4_NEG_SP_0895-847881-f	SP_0895	847881	+	81	34.57
TIGR4_NEG_SP_0895-848121-f	SP_0895	848121	+	81	33.33
TIGR4_NEG_SP_0895-849181-f	SP_0895	849181	+	81	34.57
TIGR4_NEG_SP_0895-849691-f	SP_0895	849691	+	81	35.8
TIGR4_NEG_SP_0895-849721-f	SP_0895	849721	+	81	33.33
TIGR4_NEG_SP_0897-852037-f	SP_0897	852037	+	81	35.8
TIGR4_NEG_SP_0897-852187-f	SP_0897	852187	+	81	32.1
TIGR4_NEG_SP_0908-861399-f	SP_0908	861399	+	81	34.57
TIGR4_NEG_SP_0908-861879-f	SP_0908	861879	+	81	35.8
TIGR4_NEG_SP_0913-866517-f	SP_0913	866517	+	81	32.1
TIGR4_NEG_SP_0927-880102-f	SP_0927	880102	+	81	34.57
TIGR4_NEG_SP_0927-880152-f	SP_0927	880152	+	81	32.1
TIGR4_NEG_SP_0930-882688-f	SP_0930	882688	+	81	33.33
TIGR4_NEG_SP_0948-897165-f	SP_0948	897165	+	81	35.8
TIGR4_NEG_SP_0958-906077-f	SP_0958	906077	+	81	28.4
TIGR4_NEG_SP_0958-906347-f	SP_0958	906347	+	81	33.33
TIGR4_NEG_SP_0958-906927-f	SP_0958	906927	+	81	35.8
TIGR4_NEG_SP_0965-912575-f	SP_0965	912575	+	81	33.33
TIGR4_NEG_SP_0972-918563-f	SP_0972	918563	+	81	34.57
TIGR4_NEG_SP_0975-919916-f	SP_0975	919916	+	81	35.8
TIGR4_NEG_SP_0975-922066-f	SP_0975	922066	+	81	35.8
TIGR4_NEG_SP_0987-931775-r	SP_0987	931775	-	81	34.57
TIGR4_NEG_SP_0994-936667-f	SP_0994	936667	+	81	34.57
TIGR4_NEG_SP_0994-936817-f	SP_0994	936817	+	81	33.33
TIGR4_NEG_SP_0994-936947-f	SP_0994	936947	+	81	34.57
TIGR4_NEG_SP_0994-936987-f	SP_0994	936987	+	81	35.8
TIGR4_NEG_SP_0994-937207-f	SP_0994	937207	+	81	34.57
TIGR4_NEG_SP_0999-940406-f	SP_0999	940406	+	81	34.57
TIGR4_NEG_SP_1001-942325-f	SP_1001	942325	+	81	28.4
TIGR4_NEG_SP_1001-942375-f	SP_1001	942375	+	81	30.86
TIGR4_NEG_SP_1001-943055-f	SP_1001	943055	+	81	32.1
TIGR4_NEG_SP_1004-947373-f	SP_1004	947373	+	81	35.8
TIGR4_NEG_SP_1004-948693-f	SP_1004	948693	+	81	35.8
TIGR4_NEG_SP_1004-948833-f	SP_1004	948833	+	81	35.8
TIGR4_NEG_SP_1004-948973-f	SP_1004	948973	+	81	33.33
TIGR4_NEG_SP_1004-949973-f	SP_1004	949973	+	81	29.63
TIGR4_NEG_SP_1009-954679-f	SP_1009	954679	+	81	34.57
TIGR4_NEG_SP_1009-954789-f	SP_1009	954789	+	81	32.1
TIGR4_NEG_SP_1013-957091-f	SP_1013	957091	+	81	35.8
TIGR4_NEG_SP_1019-963033-f	SP_1019	963033	+	81	34.57
TIGR4_NEG_SP_1025-967722-f	SP_1025	967722	+	81	33.33
TIGR4_NEG_SP_1029-971275-f	SP_1029	971275	+	81	34.57
TIGR4_NEG_SP_1032-974326-f	SP_1032	974326	+	81	35.8
TIGR4_NEG_SP_1034-975578-f	SP_1034	975578	+	81	33.33
TIGR4_NEG_SP_1034-975728-f	SP_1034	975728	+	81	33.33
TIGR4_NEG_SP_1034-975898-f	SP_1034	975898	+	81	35.8
TIGR4_NEG_SP_1034-975968-f	SP_1034	975968	+	81	33.33
TIGR4_NEG_SP_1040-979433-f	SP_1040	979433	+	81	33.33
TIGR4_NEG_SP_1040-979813-f	SP_1040	979813	+	81	33.33
TIGR4_NEG_SP_1040-980373-f	SP_1040	980373	+	81	28.4
TIGR4_NEG_SP_1041-981350-f	SP_1041	981350	+	81	27.16
TIGR4_NEG_SP_1041-981380-f	SP_1041	981380	+	81	30.86
TIGR4_NEG_SP_1041-981410-f	SP_1041	981410	+	81	29.63
TIGR4_NEG_SP_1047-987113-f	SP_1047	987113	+	81	35.8
TIGR4_NEG_SP_1047-987173-f	SP_1047	987173	+	81	30.86
TIGR4_NEG_SP_1052-989357-f	SP_1052	989357	+	81	30.86
TIGR4_NEG_SP_1057-994444-f	SP_1057	994444	+	81	29.63
TIGR4_NEG_SP_1057-994554-f	SP_1057	994554	+	81	32.1
TIGR4_NEG_SP_1059-995431-f	SP_1059	995431	+	81	28.4
TIGR4_NEG_SP_1064-999662-f	SP_1064	999662	+	81	32.1
TIGR4_NEG_SP_1067-1001598-f	SP_1067	1001598	+	81	35.8
TIGR4_NEG_SP_1068-1002757-f	SP_1068	1002757	+	81	28.4
TIGR4_NEG_SP_1068-1002847-f	SP_1068	1002847	+	81	35.8
TIGR4_NEG_SP_1069-1005816-f	SP_1069	1005816	+	81	33.33
TIGR4_NEG_SP_1069-1005846-f	SP_1069	1005846	+	81	32.1
TIGR4_NEG_SP_1087-1023725-f	SP_1087	1023725	+	81	33.33
TIGR4_NEG_SP_1089-1025986-r	SP_1089	1025986	-	81	35.8
TIGR4_NEG_SP_1104-1036530-f	SP_1104	1036530	+	81	34.57
TIGR4_NEG_SP_1110-1039504-f	SP_1110	1039504	+	81	27.16
TIGR4_NEG_SP_1110-1039904-f	SP_1110	1039904	+	81	34.57
TIGR4_NEG_SP_1112-1041764-f	SP_1112	1041764	+	81	33.33
TIGR4_NEG_SP_1112-1041774-f	SP_1112	1041774	+	81	34.57
TIGR4_NEG_SP_1116-1046417-f	SP_1116	1046417	+	81	35.8
TIGR4_NEG_SP_1116-1046637-f	SP_1116	1046637	+	81	32.1
TIGR4_NEG_SP_1118-1049058-f	SP_1118	1049058	+	81	33.33
TIGR4_NEG_SP_1121-1054699-f	SP_1121	1054699	+	81	34.57
TIGR4_NEG_SP_1122-1056297-f	SP_1122	1056297	+	81	34.57
TIGR4_NEG_SP_1123-1057329-f	SP_1123	1057329	+	81	34.57
