Sequence_ID	Locus_Tag	Position	Strand	Window_Size	GC_Content
TIGR4_NEG_SP_0042-41366-f	SP_0042	41366	+	81	39.51
TIGR4_NEG_SP_0042-42016-f	SP_0042	42016	+	81	48.15
TIGR4_NEG_SP_0042-42116-f	SP_0042	42116	+	81	39.51
TIGR4_NEG_SP_0042-42146-f	SP_0042	42146	+	81	44.44
TIGR4_NEG_SP_0043-43342-f	SP_0043	43342	+	81	50.62
TIGR4_NEG_SP_0043-44052-f	SP_0043	44052	+	81	40.74
TIGR4_NEG_SP_0043-44152-f	SP_0043	44152	+	81	43.21
TIGR4_NEG_SP_0045-45690-f	SP_0045	45690	+	81	51.85
TIGR4_NEG_SP_0045-46040-f	SP_0045	46040	+	81	45.68
TIGR4_NEG_SP_0045-46480-f	SP_0045	46480	+	81	48.15
TIGR4_NEG_SP_0045-46690-f	SP_0045	46690	+	81	50.62
TIGR4_NEG_SP_0045-47710-f	SP_0045	47710	+	81	46.91
TIGR4_NEG_SP_0045-47830-f	SP_0045	47830	+	81	46.91
TIGR4_NEG_SP_0045-48600-f	SP_0045	48600	+	81	43.21
TIGR4_NEG_SP_0045-48650-f	SP_0045	48650	+	81	48.15
TIGR4_NEG_SP_0045-48910-f	SP_0045	48910	+	81	38.27
TIGR4_NEG_SP_0047-51159-f	SP_0047	51159	+	81	50.62
TIGR4_NEG_SP_0050-53521-f	SP_0050	53521	+	81	45.68
TIGR4_NEG_SP_0051-55210-f	SP_0051	55210	+	81	53.09
TIGR4_NEG_SP_0051-55490-f	SP_0051	55490	+	81	49.38
TIGR4_NEG_SP_0054-57100-f	SP_0054	57100	+	81	50.62
TIGR4_NEG_SP_0056-58671-f	SP_0056	58671	+	81	49.38
TIGR4_NEG_SP_0057-61094-r	SP_0057	61094	-	81	45.68
TIGR4_NEG_SP_0057-62864-r	SP_0057	62864	-	81	39.51
TIGR4_NEG_SP_0058-64310-r	SP_0058	64310	-	81	33.33
TIGR4_NEG_SP_0060-65635-f	SP_0060	65635	+	81	45.68
TIGR4_NEG_SP_0060-65695-f	SP_0060	65695	+	81	44.44
TIGR4_NEG_SP_0060-65815-f	SP_0060	65815	+	81	46.91
TIGR4_NEG_SP_0060-66175-f	SP_0060	66175	+	81	40.74
TIGR4_NEG_SP_0065-69730-f	SP_0065	69730	+	81	39.51
TIGR4_NEG_SP_0065-70060-f	SP_0065	70060	+	81	44.44
TIGR4_NEG_SP_0065-70490-f	SP_0065	70490	+	81	43.21
TIGR4_NEG_SP_0065-70670-f	SP_0065	70670	+	81	35.8
TIGR4_NEG_SP_0071-74941-f	SP_0071	74941	+	81	53.09
TIGR4_NEG_SP_0071-75051-f	SP_0071	75051	+	81	40.74
TIGR4_NEG_SP_0071-75411-f	SP_0071	75411	+	81	35.8
TIGR4_NEG_SP_0071-76041-f	SP_0071	76041	+	81	33.33
TIGR4_NEG_SP_0071-77781-f	SP_0071	77781	+	81	37.04
TIGR4_NEG_SP_0071-79211-f	SP_0071	79211	+	81	33.33
TIGR4_NEG_SP_0075-81731-f	SP_0075	81731	+	81	49.38
TIGR4_NEG_SP_0079-84601-f	SP_0079	84601	+	81	39.51
TIGR4_NEG_SP_0079-84691-f	SP_0079	84691	+	81	43.21
TIGR4_NEG_SP_0082-86788-f	SP_0082	86788	+	81	41.98
TIGR4_NEG_SP_0082-87288-f	SP_0082	87288	+	81	50.62
TIGR4_NEG_SP_0082-87458-f	SP_0082	87458	+	81	45.68
TIGR4_NEG_SP_0082-87578-f	SP_0082	87578	+	81	30.86
TIGR4_NEG_SP_0082-87588-f	SP_0082	87588	+	81	30.86
TIGR4_NEG_SP_0082-88098-f	SP_0082	88098	+	81	44.44
TIGR4_NEG_SP_0082-88418-f	SP_0082	88418	+	81	44.44
TIGR4_NEG_SP_0082-88638-f	SP_0082	88638	+	81	48.15
TIGR4_NEG_SP_0090-93819-f	SP_0090	93819	+	81	46.91
TIGR4_NEG_SP_0095-97690-f	SP_0095	97690	+	81	48.15
TIGR4_NEG_SP_0096-98551-f	SP_0096	98551	+	81	43.21
TIGR4_NEG_SP_0097-99539-r	SP_0097	99539	-	81	41.98
TIGR4_NEG_SP_0097-99709-r	SP_0097	99709	-	81	39.51
TIGR4_NEG_SP_0098-100766-r	SP_0098	100766	-	81	39.51
TIGR4_NEG_SP_0101-102345-r	SP_0101	102345	-	81	49.38
TIGR4_NEG_SP_0101-103145-r	SP_0101	103145	-	81	49.38
TIGR4_NEG_SP_0102-104139-f	SP_0102	104139	+	81	27.16
TIGR4_NEG_SP_0102-104289-f	SP_0102	104289	+	81	28.4
TIGR4_NEG_SP_0103-104868-f	SP_0103	104868	+	81	38.27
TIGR4_NEG_SP_0103-105258-f	SP_0103	105258	+	81	45.68
TIGR4_NEG_SP_0103-105268-f	SP_0103	105268	+	81	49.38
TIGR4_NEG_SP_0105-107970-r	SP_0105	107970	-	81	51.85
TIGR4_NEG_SP_0105-108030-r	SP_0105	108030	-	81	45.68
TIGR4_NEG_SP_0105-108180-r	SP_0105	108180	-	81	44.44
TIGR4_NEG_SP_0106-108581-r	SP_0106	108581	-	81	45.68
TIGR4_NEG_SP_0112-114266-f	SP_0112	114266	+	81	41.98
TIGR4_NEG_SP_0113-114969-f	SP_0113	114969	+	81	37.04
TIGR4_NEG_SP_0115-116823-f	SP_0115	116823	+	81	37.04
TIGR4_NEG_SP_0117-118703-f	SP_0117	118703	+	81	30.86
TIGR4_NEG_SP_0117-119273-f	SP_0117	119273	+	81	34.57
TIGR4_NEG_SP_0120-122965-f	SP_0120	122965	+	81	50.62
TIGR4_NEG_SP_0120-124075-f	SP_0120	124075	+	81	50.62
TIGR4_NEG_SP_0120-124325-f	SP_0120	124325	+	81	49.38
TIGR4_NEG_SP_0121-125201-r	SP_0121	125201	-	81	54.32
TIGR4_NEG_SP_0121-126021-r	SP_0121	126021	-	81	38.27
TIGR4_NEG_SP_0121-126341-r	SP_0121	126341	-	81	50.62
TIGR4_NEG_SP_0121-126411-r	SP_0121	126411	-	81	50.62
TIGR4_NEG_SP_0121-126601-r	SP_0121	126601	-	81	40.74
TIGR4_NEG_SP_0124-127833-r	SP_0124	127833	-	81	39.51
TIGR4_NEG_SP_0129-129627-f	SP_0129	129627	+	81	58.02
TIGR4_NEG_SP_0133-133254-f	SP_0133	133254	+	81	23.46
TIGR4_NEG_SP_0137-135463-f	SP_0137	135463	+	81	33.33
TIGR4_NEG_SP_0137-136333-f	SP_0137	136333	+	81	33.33
TIGR4_NEG_SP_0137-136703-f	SP_0137	136703	+	81	33.33
TIGR4_NEG_SP_0144-142082-f	SP_0144	142082	+	81	35.8
TIGR4_NEG_SP_0144-142342-f	SP_0144	142342	+	81	43.21
TIGR4_NEG_SP_0151-148837-f	SP_0151	148837	+	81	41.98
TIGR4_NEG_SP_0152-149970-f	SP_0152	149970	+	81	48.15
TIGR4_NEG_SP_0153-150882-r	SP_0153	150882	-	81	49.38
TIGR4_NEG_SP_0155-152348-f	SP_0155	152348	+	81	43.21
TIGR4_NEG_SP_0155-152598-f	SP_0155	152598	+	81	40.74
TIGR4_NEG_SP_0155-152808-f	SP_0155	152808	+	81	46.91
TIGR4_NEG_SP_0155-153088-f	SP_0155	153088	+	81	44.44
TIGR4_NEG_SP_0156-153990-f	SP_0156	153990	+	81	40.74
TIGR4_NEG_SP_0156-154660-f	SP_0156	154660	+	81	44.44
TIGR4_NEG_SP_0157-155190-f	SP_0157	155190	+	81	30.86
TIGR4_NEG_SP_0159-156312-r	SP_0159	156312	-	81	46.91
TIGR4_NEG_SP_0159-156702-r	SP_0159	156702	-	81	49.38
TIGR4_NEG_SP_0159-156802-r	SP_0159	156802	-	81	40.74
TIGR4_NEG_SP_0159-156912-r	SP_0159	156912	-	81	50.62
TIGR4_NEG_SP_0161-158379-r	SP_0161	158379	-	81	39.51
TIGR4_NEG_SP_0161-158499-r	SP_0161	158499	-	81	46.91
TIGR4_NEG_SP_0165-160444-f	SP_0165	160444	+	81	17.28
TIGR4_NEG_SP_0166-161182-f	SP_0166	161182	+	81	34.57
TIGR4_NEG_SP_0166-162022-f	SP_0166	162022	+	81	30.86
TIGR4_NEG_SP_0176-169133-r	SP_0176	169133	-	81	29.63
TIGR4_NEG_SP_0181-173046-f	SP_0181	173046	+	81	37.04
TIGR4_NEG_SP_0181-173456-f	SP_0181	173456	+	81	40.74
TIGR4_NEG_SP_0182-173840-r	SP_0182	173840	-	81	49.38
TIGR4_NEG_SP_0184-175646-r	SP_0184	175646	-	81	40.74
TIGR4_NEG_SP_0185-176531-r	SP_0185	176531	-	81	46.91
TIGR4_NEG_SP_0186-177477-f	SP_0186	177477	+	81	48.15
TIGR4_NEG_SP_0186-177617-f	SP_0186	177617	+	81	45.68
TIGR4_NEG_SP_0186-177857-f	SP_0186	177857	+	81	43.21
TIGR4_NEG_SP_0186-178277-f	SP_0186	178277	+	81	45.68
TIGR4_NEG_SP_0186-179037-f	SP_0186	179037	+	81	56.79
TIGR4_NEG_SP_0199-186341-f	SP_0199	186341	+	81	38.27
TIGR4_NEG_SP_0200-187831-f	SP_0200	187831	+	81	32.1
TIGR4_NEG_SP_0200-188301-f	SP_0200	188301	+	81	50.62
TIGR4_NEG_SP_0202-189004-f	SP_0202	189004	+	81	34.57
TIGR4_NEG_SP_0202-189024-f	SP_0202	189024	+	81	37.04
TIGR4_NEG_SP_0202-189874-f	SP_0202	189874	+	81	45.68
TIGR4_NEG_SP_0202-190014-f	SP_0202	190014	+	81	46.91
TIGR4_NEG_SP_0202-190124-f	SP_0202	190124	+	81	45.68
TIGR4_NEG_SP_0208-193102-f	SP_0208	193102	+	81	51.85
TIGR4_NEG_SP_0210-194328-f	SP_0210	194328	+	81	54.32
TIGR4_NEG_SP_0210-194388-f	SP_0210	194388	+	81	54.32
TIGR4_NEG_SP_0212-195305-f	SP_0212	195305	+	81	43.21
TIGR4_NEG_SP_0214-196595-f	SP_0214	196595	+	81	46.91
TIGR4_NEG_SP_0221-199134-f	SP_0221	199134	+	81	34.57
TIGR4_NEG_SP_0229-202887-f	SP_0229	202887	+	81	38.27
TIGR4_NEG_SP_0230-203560-f	SP_0230	203560	+	81	41.98
TIGR4_NEG_SP_0230-203720-f	SP_0230	203720	+	81	30.86
TIGR4_NEG_SP_0240-210350-f	SP_0240	210350	+	81	48.15
TIGR4_NEG_SP_0243-214301-r	SP_0243	214301	-	81	34.57
TIGR4_NEG_SP_0247-217551-f	SP_0247	217551	+	81	35.8
TIGR4_NEG_SP_0250-219013-f	SP_0250	219013	+	81	34.57
TIGR4_NEG_SP_0250-219383-f	SP_0250	219383	+	81	34.57
TIGR4_NEG_SP_0250-219593-f	SP_0250	219593	+	81	34.57
TIGR4_NEG_SP_0250-219783-f	SP_0250	219783	+	81	39.51
TIGR4_NEG_SP_0251-220866-f	SP_0251	220866	+	81	29.63
TIGR4_NEG_SP_0251-221086-f	SP_0251	221086	+	81	37.04
TIGR4_NEG_SP_0251-221196-f	SP_0251	221196	+	81	43.21
TIGR4_NEG_SP_0251-221296-f	SP_0251	221296	+	81	32.1
TIGR4_NEG_SP_0252-222733-f	SP_0252	222733	+	81	38.27
TIGR4_NEG_SP_0254-225192-f	SP_0254	225192	+	81	48.15
TIGR4_NEG_SP_0254-226322-f	SP_0254	226322	+	81	44.44
TIGR4_NEG_SP_0254-226812-f	SP_0254	226812	+	81	39.51
TIGR4_NEG_SP_0254-226962-f	SP_0254	226962	+	81	48.15
TIGR4_NEG_SP_0256-228295-f	SP_0256	228295	+	81	40.74
TIGR4_NEG_SP_0259-231820-f	SP_0259	231820	+	81	41.98
TIGR4_NEG_SP_0261-233552-f	SP_0261	233552	+	81	49.38
TIGR4_NEG_SP_0262-234699-f	SP_0262	234699	+	81	33.33
TIGR4_NEG_SP_0262-234849-f	SP_0262	234849	+	81	38.27
TIGR4_NEG_SP_0263-235054-f	SP_0263	235054	+	81	43.21
TIGR4_NEG_SP_0263-235224-f	SP_0263	235224	+	81	39.51
TIGR4_NEG_SP_0263-235724-f	SP_0263	235724	+	81	44.44
TIGR4_NEG_SP_0264-237866-f	SP_0264	237866	+	81	43.21
TIGR4_NEG_SP_0265-238648-f	SP_0265	238648	+	81	34.57
TIGR4_NEG_SP_0265-239358-f	SP_0265	239358	+	81	44.44
TIGR4_NEG_SP_0266-239900-f	SP_0266	239900	+	81	50.62
TIGR4_NEG_SP_0266-240540-f	SP_0266	240540	+	81	48.15
TIGR4_NEG_SP_0266-240710-f	SP_0266	240710	+	81	45.68
TIGR4_NEG_SP_0266-241400-f	SP_0266	241400	+	81	45.68
TIGR4_NEG_SP_0267-241827-f	SP_0267	241827	+	81	54.32
TIGR4_NEG_SP_0268-242896-r	SP_0268	242896	-	81	40.74
TIGR4_NEG_SP_0268-246216-r	SP_0268	246216	-	81	41.98
TIGR4_NEG_SP_0268-246386-r	SP_0268	246386	-	81	41.98
TIGR4_NEG_SP_0273-249343-f	SP_0273	249343	+	81	45.68
TIGR4_NEG_SP_0273-249773-f	SP_0273	249773	+	81	45.68
TIGR4_NEG_SP_0273-250023-f	SP_0273	250023	+	81	45.68
TIGR4_NEG_SP_0274-251128-f	SP_0274	251128	+	81	49.38
TIGR4_NEG_SP_0274-251978-f	SP_0274	251978	+	81	37.04
TIGR4_NEG_SP_0274-252588-f	SP_0274	252588	+	81	50.62
TIGR4_NEG_SP_0274-253138-f	SP_0274	253138	+	81	37.04
TIGR4_NEG_SP_0274-253508-f	SP_0274	253508	+	81	43.21
TIGR4_NEG_SP_0274-253928-f	SP_0274	253928	+	81	38.27
TIGR4_NEG_SP_0274-254078-f	SP_0274	254078	+	81	48.15
TIGR4_NEG_SP_0274-254128-f	SP_0274	254128	+	81	51.85
TIGR4_NEG_SP_0274-254568-f	SP_0274	254568	+	81	46.91
TIGR4_NEG_SP_0274-254598-f	SP_0274	254598	+	81	48.15
TIGR4_NEG_SP_0278-256460-f	SP_0278	256460	+	81	46.91
TIGR4_NEG_SP_0281-259329-f	SP_0281	259329	+	81	44.44
TIGR4_NEG_SP_0281-259399-f	SP_0281	259399	+	81	48.15
TIGR4_NEG_SP_0282-260559-r	SP_0282	260559	-	81	50.62
TIGR4_NEG_SP_0284-262465-r	SP_0284	262465	-	81	41.98
TIGR4_NEG_SP_0289-267931-f	SP_0289	267931	+	81	48.15
TIGR4_NEG_SP_0289-268051-f	SP_0289	268051	+	81	41.98
TIGR4_NEG_SP_0290-268697-f	SP_0290	268697	+	81	45.68
TIGR4_NEG_SP_0290-269277-f	SP_0290	269277	+	81	41.98
TIGR4_NEG_SP_0298-274793-r	SP_0298	274793	-	81	37.04
TIGR4_NEG_SP_0303-277398-f	SP_0303	277398	+	81	35.8
TIGR4_NEG_SP_0303-277688-f	SP_0303	277688	+	81	35.8
TIGR4_NEG_SP_0303-277968-f	SP_0303	277968	+	81	37.04
TIGR4_NEG_SP_0314-288650-f	SP_0314	288650	+	81	39.51
TIGR4_NEG_SP_0314-288740-f	SP_0314	288740	+	81	27.16
TIGR4_NEG_SP_0314-288870-f	SP_0314	288870	+	81	35.8
TIGR4_NEG_SP_0314-289280-f	SP_0314	289280	+	81	41.98
TIGR4_NEG_SP_0314-289500-f	SP_0314	289500	+	81	40.74
TIGR4_NEG_SP_0314-289790-f	SP_0314	289790	+	81	40.74
TIGR4_NEG_SP_0328-301396-f	SP_0328	301396	+	81	41.98
TIGR4_NEG_SP_0330-303433-f	SP_0330	303433	+	81	41.98
TIGR4_NEG_SP_0332-304699-r	SP_0332	304699	-	81	43.21
TIGR4_NEG_SP_0336-307090-f	SP_0336	307090	+	81	45.68
TIGR4_NEG_SP_0336-307180-f	SP_0336	307180	+	81	35.8
TIGR4_NEG_SP_0336-307370-f	SP_0336	307370	+	81	41.98
TIGR4_NEG_SP_0336-307430-f	SP_0336	307430	+	81	41.98
TIGR4_NEG_SP_0336-307620-f	SP_0336	307620	+	81	45.68
TIGR4_NEG_SP_0336-308270-f	SP_0336	308270	+	81	38.27
TIGR4_NEG_SP_0337-309174-f	SP_0337	309174	+	81	39.51
TIGR4_NEG_SP_0338-311493-f	SP_0338	311493	+	81	39.51
TIGR4_NEG_SP_0338-311923-f	SP_0338	311923	+	81	41.98
TIGR4_NEG_SP_0338-312483-f	SP_0338	312483	+	81	45.68
TIGR4_NEG_SP_0338-312723-f	SP_0338	312723	+	81	40.74
TIGR4_NEG_SP_0342-316148-f	SP_0342	316148	+	81	38.27
TIGR4_NEG_SP_0343-317405-r	SP_0343	317405	-	81	34.57
TIGR4_NEG_SP_0346-320237-f	SP_0346	320237	+	81	34.57
TIGR4_NEG_SP_0346-320737-f	SP_0346	320737	+	81	40.74
TIGR4_NEG_SP_0346-320837-f	SP_0346	320837	+	81	43.21
TIGR4_NEG_SP_0346-320917-f	SP_0346	320917	+	81	38.27
TIGR4_NEG_SP_0347-321824-f	SP_0347	321824	+	81	40.74
TIGR4_NEG_SP_0347-321834-f	SP_0347	321834	+	81	39.51
TIGR4_NEG_SP_0348-322514-f	SP_0348	322514	+	81	37.04
TIGR4_NEG_SP_0351-324764-f	SP_0351	324764	+	81	29.63
TIGR4_NEG_SP_0351-324854-f	SP_0351	324854	+	81	28.4
TIGR4_NEG_SP_0351-325064-f	SP_0351	325064	+	81	33.33
TIGR4_NEG_SP_0352-326078-f	SP_0352	326078	+	81	23.46
TIGR4_NEG_SP_0352-326448-f	SP_0352	326448	+	81	28.4
TIGR4_NEG_SP_0352-326498-f	SP_0352	326498	+	81	34.57
TIGR4_NEG_SP_0353-327067-f	SP_0353	327067	+	81	34.57
TIGR4_NEG_SP_0353-327177-f	SP_0353	327177	+	81	29.63
TIGR4_NEG_SP_0354-328296-f	SP_0354	328296	+	81	33.33
TIGR4_NEG_SP_0357-332054-f	SP_0357	332054	+	81	44.44
TIGR4_NEG_SP_0357-332744-f	SP_0357	332744	+	81	28.4
TIGR4_NEG_SP_0359-334460-f	SP_0359	334460	+	81	40.74
TIGR4_NEG_SP_0360-336060-f	SP_0360	336060	+	81	35.8
TIGR4_NEG_SP_0360-336260-f	SP_0360	336260	+	81	39.51
TIGR4_NEG_SP_0368-341553-f	SP_0368	341553	+	81	46.91
TIGR4_NEG_SP_0368-341723-f	SP_0368	341723	+	81	48.15
TIGR4_NEG_SP_0368-341973-f	SP_0368	341973	+	81	34.57
TIGR4_NEG_SP_0368-342383-f	SP_0368	342383	+	81	48.15
TIGR4_NEG_SP_0368-343073-f	SP_0368	343073	+	81	45.68
TIGR4_NEG_SP_0368-343243-f	SP_0368	343243	+	81	41.98
TIGR4_NEG_SP_0368-343703-f	SP_0368	343703	+	81	54.32
TIGR4_NEG_SP_0368-343753-f	SP_0368	343753	+	81	58.02
TIGR4_NEG_SP_0368-344333-f	SP_0368	344333	+	81	49.38
TIGR4_NEG_SP_0368-344933-f	SP_0368	344933	+	81	43.21
TIGR4_NEG_SP_0368-346473-f	SP_0368	346473	+	81	40.74
TIGR4_NEG_SP_0369-347423-r	SP_0369	347423	-	81	43.21
TIGR4_NEG_SP_0369-348163-r	SP_0369	348163	-	81	37.04
TIGR4_NEG_SP_0369-348813-r	SP_0369	348813	-	81	37.04
TIGR4_NEG_SP_0373-351213-f	SP_0373	351213	+	81	44.44
TIGR4_NEG_SP_0373-351253-f	SP_0373	351253	+	81	40.74
TIGR4_NEG_SP_0373-351673-f	SP_0373	351673	+	81	48.15
TIGR4_NEG_SP_0374-352623-f	SP_0374	352623	+	81	40.74
TIGR4_NEG_SP_0374-353333-f	SP_0374	353333	+	81	46.91
TIGR4_NEG_SP_0375-353993-f	SP_0375	353993	+	81	39.51
TIGR4_NEG_SP_0376-355659-f	SP_0376	355659	+	81	43.21
TIGR4_NEG_SP_0380-359638-r	SP_0380	359638	-	81	33.33
TIGR4_NEG_SP_0382-362228-f	SP_0382	362228	+	81	33.33
TIGR4_NEG_SP_0383-363408-f	SP_0383	363408	+	81	45.68
TIGR4_NEG_SP_0384-364309-f	SP_0384	364309	+	81	45.68
TIGR4_NEG_SP_0384-364549-f	SP_0384	364549	+	81	45.68
TIGR4_NEG_SP_0384-364619-f	SP_0384	364619	+	81	45.68
TIGR4_NEG_SP_0391-369981-f	SP_0391	369981	+	81	38.27
TIGR4_NEG_SP_0394-372460-f	SP_0394	372460	+	81	40.74
TIGR4_NEG_SP_0394-372490-f	SP_0394	372490	+	81	45.68
TIGR4_NEG_SP_0394-372520-f	SP_0394	372520	+	81	48.15
TIGR4_NEG_SP_0394-372920-f	SP_0394	372920	+	81	44.44
TIGR4_NEG_SP_0394-373540-f	SP_0394	373540	+	81	34.57
TIGR4_NEG_SP_0394-373650-f	SP_0394	373650	+	81	34.57
TIGR4_NEG_SP_0394-373800-f	SP_0394	373800	+	81	41.98
TIGR4_NEG_SP_0394-373910-f	SP_0394	373910	+	81	29.63
TIGR4_NEG_SP_0400-379211-f	SP_0400	379211	+	81	38.27
TIGR4_NEG_SP_0400-379221-f	SP_0400	379221	+	81	38.27
TIGR4_NEG_SP_0400-379581-f	SP_0400	379581	+	81	40.74
TIGR4_NEG_SP_0401-379982-r	SP_0401	379982	-	81	44.44
TIGR4_NEG_SP_0401-379992-r	SP_0401	379992	-	81	43.21
TIGR4_NEG_SP_0401-380672-r	SP_0401	380672	-	81	37.04
TIGR4_NEG_SP_0401-380832-r	SP_0401	380832	-	81	40.74
TIGR4_NEG_SP_0401-381102-r	SP_0401	381102	-	81	43.21
TIGR4_NEG_SP_0401-381282-r	SP_0401	381282	-	81	46.91
TIGR4_NEG_SP_0401-381612-r	SP_0401	381612	-	81	40.74
TIGR4_NEG_SP_0406-385754-f	SP_0406	385754	+	81	49.38
TIGR4_NEG_SP_0406-386314-f	SP_0406	386314	+	81	45.68
TIGR4_NEG_SP_0406-386404-f	SP_0406	386404	+	81	45.68
TIGR4_NEG_SP_0406-387124-f	SP_0406	387124	+	81	41.98
TIGR4_NEG_SP_0408-388213-f	SP_0408	388213	+	81	44.44
TIGR4_NEG_SP_0409-389483-f	SP_0409	389483	+	81	37.04
TIGR4_NEG_SP_0410-390611-f	SP_0410	390611	+	81	44.44
TIGR4_NEG_SP_0411-390825-r	SP_0411	390825	-	81	44.44
TIGR4_NEG_SP_0411-391105-r	SP_0411	391105	-	81	41.98
TIGR4_NEG_SP_0411-391205-r	SP_0411	391205	-	81	50.62
TIGR4_NEG_SP_0411-391765-r	SP_0411	391765	-	81	38.27
TIGR4_NEG_SP_0413-393186-r	SP_0413	393186	-	81	46.91
TIGR4_NEG_SP_0413-393496-r	SP_0413	393496	-	81	41.98
TIGR4_NEG_SP_0420-398392-f	SP_0420	398392	+	81	46.91
TIGR4_NEG_SP_0422-399989-f	SP_0422	399989	+	81	40.74
TIGR4_NEG_SP_0422-400439-f	SP_0422	400439	+	81	45.68
TIGR4_NEG_SP_0425-402073-f	SP_0425	402073	+	81	41.98
TIGR4_NEG_SP_0427-404260-f	SP_0427	404260	+	81	45.68
TIGR4_NEG_SP_0433-407554-r	SP_0433	407554	-	81	43.21
TIGR4_NEG_SP_0435-408480-r	SP_0435	408480	-	81	43.21
TIGR4_NEG_SP_0436-409089-r	SP_0436	409089	-	81	50.62
TIGR4_NEG_SP_0436-409899-r	SP_0436	409899	-	81	46.91
TIGR4_NEG_SP_0437-410971-r	SP_0437	410971	-	81	41.98
TIGR4_NEG_SP_0437-411541-r	SP_0437	411541	-	81	48.15
TIGR4_NEG_SP_0443-416022-f	SP_0443	416022	+	81	49.38
TIGR4_NEG_SP_0445-417909-f	SP_0445	417909	+	81	41.98
TIGR4_NEG_SP_0445-417989-f	SP_0445	417989	+	81	38.27
TIGR4_NEG_SP_0445-418269-f	SP_0445	418269	+	81	44.44
TIGR4_NEG_SP_0445-418439-f	SP_0445	418439	+	81	39.51
TIGR4_NEG_SP_0450-422343-f	SP_0450	422343	+	81	44.44
TIGR4_NEG_SP_0452-424232-r	SP_0452	424232	-	81	50.62
TIGR4_NEG_SP_0453-426082-r	SP_0453	426082	-	81	44.44
TIGR4_NEG_SP_0454-427085-f	SP_0454	427085	+	81	35.8
TIGR4_NEG_SP_0456-429135-r	SP_0456	429135	-	81	34.57
TIGR4_NEG_SP_0457-430097-f	SP_0457	430097	+	81	37.04
TIGR4_NEG_SP_0457-430507-f	SP_0457	430507	+	81	39.51
TIGR4_NEG_SP_0457-430547-f	SP_0457	430547	+	81	46.91
TIGR4_NEG_SP_0459-432938-f	SP_0459	432938	+	81	43.21
TIGR4_NEG_SP_0459-433198-f	SP_0459	433198	+	81	32.1
TIGR4_NEG_SP_0460-434860-r	SP_0460	434860	-	81	41.98
TIGR4_NEG_SP_0460-435030-r	SP_0460	435030	-	81	35.8
TIGR4_NEG_SP_0460-435060-r	SP_0460	435060	-	81	35.8
TIGR4_NEG_SP_0460-435090-r	SP_0460	435090	-	81	37.04
TIGR4_NEG_SP_0461-436713-r	SP_0461	436713	-	81	41.98
